time_index	left_time_boundary	right_time_boundary	lambda
0	0	9.83773e-06	691.808
1	9.83773e-06	2.13454e-05	691.808
2	2.13454e-05	3.48065e-05	2726.99
3	3.48065e-05	5.05527e-05	1776.53
4	5.05527e-05	6.89717e-05	2038.42
5	6.89717e-05	9.05174e-05	1788.01
6	9.05174e-05	0.00011572	1669.6
7	0.00011572	0.000145202	1784.13
8	0.000145202	0.000179687	1980.95
9	0.000179687	0.000220027	2158.21
10	0.000220027	0.000267214	2247.45
11	0.000267214	0.000322412	2199.8
12	0.000322412	0.000386979	2029.01
13	0.000386979	0.000462506	1809.47
14	0.000462506	0.000550854	1618.88
15	0.000550854	0.0006542	1481.5
16	0.0006542	0.000775088	1373.57
17	0.000775088	0.000916497	1270.72
18	0.000916497	0.00108191	1168.4
19	0.00108191	0.0012754	1070.01
20	0.0012754	0.00150174	977.275
21	0.00150174	0.0017665	888.686
22	0.0017665	0.0020762	802.696
23	0.0020762	0.00243847	726.143
24	0.00243847	0.00286224	674.982
25	0.00286224	0.00335794	661.076
26	0.00335794	0.00393779	682.727
27	0.00393779	0.00461606	748.19
28	0.00461606	0.00540948	748.19
29	0.00540948	0.00633757	446.775
30	0.00633757	0.00742321	446.775
31	0.00742321	inf	446.775
