time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.16918e-05	658.71
1	1.16918e-05	2.53682e-05	658.71
2	2.53682e-05	4.13662e-05	3069.45
3	4.13662e-05	6.00799e-05	791.622
4	6.00799e-05	8.19702e-05	2929.1
5	8.19702e-05	0.000107576	7011.42
6	0.000107576	0.000137529	6300.49
7	0.000137529	0.000172567	2146.06
8	0.000172567	0.000213551	663.824
9	0.000213551	0.000261494	379.091
10	0.000261494	0.000317574	380.029
11	0.000317574	0.000383174	486.689
12	0.000383174	0.000459909	647.028
13	0.000459909	0.00054967	819.122
14	0.00054967	0.000654669	966.138
15	0.000654669	0.00077749	1068.75
16	0.00077749	0.000921161	1109.8
17	0.000921161	0.00108922	1065.02
18	0.00108922	0.00128581	948.105
19	0.00128581	0.00151576	820.263
20	0.00151576	0.00178476	730.283
21	0.00178476	0.00209941	690.176
22	0.00209941	0.00246748	697.754
23	0.00246748	0.00289802	752.614
24	0.00289802	0.00340165	850.483
25	0.00340165	0.00399078	974.425
26	0.00399078	0.0046799	1103.01
27	0.0046799	0.00548601	1259.78
28	0.00548601	0.00642895	1259.78
29	0.00642895	0.00753195	1524.28
30	0.00753195	0.00882219	1524.28
31	0.00882219	inf	1524.28
