time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.95247e-05	233.405
1	1.95247e-05	4.20589e-05	233.405
2	4.20589e-05	6.80663e-05	875.279
3	6.80663e-05	9.80824e-05	875.279
4	9.80824e-05	0.000132725	417.574
5	0.000132725	0.000172707	847.971
6	0.000172707	0.000218852	993.752
7	0.000218852	0.000272109	961.318
8	0.000272109	0.000333576	817.66
9	0.000333576	0.000404516	676.579
10	0.000404516	0.000486391	598.466
11	0.000486391	0.000580885	579.852
12	0.000580885	0.000689944	599.4
13	0.000689944	0.000815813	633.705
14	0.000815813	0.000961083	663.656
15	0.000961083	0.00112874	679.073
16	0.00112874	0.00132225	680.121
17	0.00132225	0.00154558	673.272
18	0.00154558	0.00180333	666.675
19	0.00180333	0.00210081	666.703
20	0.00210081	0.00244414	676.158
21	0.00244414	0.00284039	694.425
22	0.00284039	0.00329772	718.167
23	0.00329772	0.00382554	744.356
24	0.00382554	0.00443471	777.678
25	0.00443471	0.00513777	833.381
26	0.00513777	0.00594921	925.568
27	0.00594921	0.00688571	1059.65
28	0.00688571	0.00796656	1242.68
29	0.00796656	0.00921401	1555.82
30	0.00921401	0.0106537	1555.82
31	0.0106537	0.0123154	1555.82
32	0.0123154	0.0142331	3210.47
33	0.0142331	0.0164465	3210.47
34	0.0164465	inf	3210.47
