time_index	left_time_boundary	right_time_boundary	lambda
0	0	5.70431e-06	4793.37
1	5.70431e-06	1.22879e-05	4793.37
2	1.22879e-05	1.98861e-05	14168.7
3	1.98861e-05	2.86556e-05	14168.7
4	2.86556e-05	3.87767e-05	1938.96
5	3.87767e-05	5.04579e-05	1439.01
6	5.04579e-05	6.39395e-05	1913.95
7	6.39395e-05	7.94991e-05	2956.76
8	7.94991e-05	9.7457e-05	4362.46
9	9.7457e-05	0.000118183	5625.32
10	0.000118183	0.000142103	5968.62
11	0.000142103	0.00016971	5069.88
12	0.00016971	0.000201573	3580.31
13	0.000201573	0.000238347	2335.67
14	0.000238347	0.000280789	1575.81
15	0.000280789	0.000329772	1174.24
16	0.000329772	0.000386306	982.722
17	0.000386306	0.000451553	911.847
18	0.000451553	0.000526858	910.819
19	0.000526858	0.000613769	944.424
20	0.000613769	0.000714076	988.918
21	0.000714076	0.000829844	1032.5
22	0.000829844	0.000963456	1066.58
23	0.000963456	0.00111766	1076.29
24	0.00111766	0.00129564	1044.06
25	0.00129564	0.00150104	967.315
26	0.00150104	0.00173811	869.308
27	0.00173811	0.00201172	782.33
28	0.00201172	0.0023275	725.512
29	0.0023275	0.00269195	740.024
30	0.00269195	0.00311258	740.024
31	0.00311258	0.00359804	740.024
32	0.00359804	0.00415833	297.882
33	0.00415833	0.00480497	297.882
34	0.00480497	inf	297.882
