time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.01201e-05	0.916474
1	2.01201e-05	4.33414e-05	0.916474
2	4.33414e-05	7.01419e-05	8.68761
3	7.01419e-05	0.000101073	8.68761
4	0.000101073	0.000136772	4.62616
5	0.000136772	0.000177974	126.469
6	0.000177974	0.000225526	352.813
7	0.000225526	0.000280407	489.965
8	0.000280407	0.000343748	493.338
9	0.000343748	0.000416851	492.002
10	0.000416851	0.000501223	556.795
11	0.000501223	0.000598598	675.058
12	0.000598598	0.000710983	817.756
13	0.000710983	0.00084069	960.003
14	0.00084069	0.00099039	1064.19
15	0.00099039	0.00116316	1085.53
16	0.00116316	0.00136257	1026.02
17	0.00136257	0.00159271	940.238
18	0.00159271	0.00185832	872.743
19	0.00185832	0.00216487	835.234
20	0.00216487	0.00251867	824.775
21	0.00251867	0.00292701	837.603
22	0.00292701	0.00339828	869.642
23	0.00339828	0.00394219	917.592
24	0.00394219	0.00456994	1006
25	0.00456994	0.00529445	1218.21
26	0.00529445	0.00613062	1674.06
27	0.00613062	0.00709568	2149.29
28	0.00709568	0.0082095	1061.54
29	0.0082095	0.00949498	64.6644
30	0.00949498	0.0109786	64.6644
31	0.0109786	0.0126909	64.6644
32	0.0126909	0.0146671	106.441
33	0.0146671	0.016948	106.441
34	0.016948	inf	106.441
