time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.59093e-05	224.79
1	1.59093e-05	3.45192e-05	224.79
2	3.45192e-05	5.62881e-05	496.35
3	5.62881e-05	8.17523e-05	397.677
4	8.17523e-05	0.000111539	582.303
5	0.000111539	0.000146382	678.982
6	0.000146382	0.00018714	788.775
7	0.00018714	0.000234816	837.63
8	0.000234816	0.000290585	854.212
9	0.000290585	0.000355821	864.262
10	0.000355821	0.000432131	878.668
11	0.000432131	0.000521395	917.63
12	0.000521395	0.000625811	998.249
13	0.000625811	0.000747951	1117.52
14	0.000747951	0.000890825	1250.8
15	0.000890825	0.00105795	1350.07
16	0.00105795	0.00125345	1357.18
17	0.00125345	0.00148213	1258.4
18	0.00148213	0.00174963	1105.65
19	0.00174963	0.00206254	960.933
20	0.00206254	0.00242857	858.409
21	0.00242857	0.00285672	807.313
22	0.00285672	0.00335756	809.063
23	0.00335756	0.00394342	868.616
24	0.00394342	0.00462872	974.849
25	0.00462872	0.00543036	1077.5
26	0.00543036	0.00636807	1149.24
27	0.00636807	0.00746496	1287.15
28	0.00746496	0.00874804	1287.15
29	0.00874804	0.0102489	1971.14
30	0.0102489	0.0120046	1971.14
31	0.0120046	inf	1971.14
