time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.85386e-06	3.99949
1	3.85386e-06	8.30172e-06	3.99949
2	8.30172e-06	1.34352e-05	20173.4
3	1.34352e-05	1.93598e-05	20173.4
4	1.93598e-05	2.61977e-05	8535.3
5	2.61977e-05	3.40896e-05	4024.4
6	3.40896e-05	4.31978e-05	3070.92
7	4.31978e-05	5.37099e-05	2768.46
8	5.37099e-05	6.58423e-05	2559.15
9	6.58423e-05	7.98448e-05	2382.46
10	7.98448e-05	9.60055e-05	2485.99
11	9.60055e-05	0.000114657	2958.62
12	0.000114657	0.000136184	3783.28
13	0.000136184	0.000161028	4826.4
14	0.000161028	0.000189702	5738.45
15	0.000189702	0.000222795	6031.9
16	0.000222795	0.00026099	5472.83
17	0.00026099	0.000305071	4445.35
18	0.000305071	0.000355947	3564.26
19	0.000355947	0.000414665	3065.56
20	0.000414665	0.000482433	2828.21
21	0.000482433	0.000560646	2619.35
22	0.000560646	0.000650915	2287.02
23	0.000650915	0.000755098	1887.38
24	0.000755098	0.000875338	1537.58
25	0.000875338	0.00101411	1256.08
26	0.00101411	0.00117428	1028.28
27	0.00117428	0.00135913	838.135
28	0.00135913	0.00157247	652.289
29	0.00157247	0.00181869	306.723
30	0.00181869	0.00210287	306.723
31	0.00210287	0.00243085	306.723
32	0.00243085	0.00280938	770.477
33	0.00280938	0.00324626	770.477
34	0.00324626	inf	770.477
