time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.20769e-06	3.66316
1	4.20769e-06	9.06393e-06	3.66316
2	9.06393e-06	1.46687e-05	783.256
3	1.46687e-05	2.11373e-05	783.256
4	2.11373e-05	2.8603e-05	13174.2
5	2.8603e-05	3.72194e-05	4901.06
6	3.72194e-05	4.71639e-05	2357.72
7	4.71639e-05	5.86412e-05	2035.77
8	5.86412e-05	7.18876e-05	2423.31
9	7.18876e-05	8.71756e-05	3168.26
10	8.71756e-05	0.00010482	4088.43
11	0.00010482	0.000125184	5000.02
12	0.000125184	0.000148687	5690.78
13	0.000148687	0.000175813	5948.59
14	0.000175813	0.000207119	5686.68
15	0.000207119	0.000243251	5048.43
16	0.000243251	0.000284952	4302.85
17	0.000284952	0.000333081	3643.29
18	0.000333081	0.000388628	3118.09
19	0.000388628	0.000452737	2686.37
20	0.000452737	0.000526727	2307.44
21	0.000526727	0.000612121	1978.01
22	0.000612121	0.000710678	1705.51
23	0.000710678	0.000824426	1484.4
24	0.000824426	0.000955706	1297.57
25	0.000955706	0.00110722	1127.6
26	0.00110722	0.00128209	967.587
27	0.00128209	0.00148391	823.985
28	0.00148391	0.00171684	709.561
29	0.00171684	0.00198568	609.641
30	0.00198568	0.00229594	609.641
31	0.00229594	0.00265404	609.641
32	0.00265404	0.00306732	782.516
33	0.00306732	0.00354431	782.516
34	0.00354431	inf	782.516
