time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.28569e-06	2555.14
1	4.28569e-06	9.29888e-06	2555.14
2	9.29888e-06	1.5163e-05	38548
3	1.5163e-05	2.20227e-05	14230.6
4	2.20227e-05	3.00467e-05	7572.23
5	3.00467e-05	3.94328e-05	4941.91
6	3.94328e-05	5.04122e-05	3748.72
7	5.04122e-05	6.32554e-05	3274.4
8	6.32554e-05	7.82787e-05	3206.23
9	7.82787e-05	9.58522e-05	3364.14
10	9.58522e-05	0.000116409	3587.25
11	0.000116409	0.000140455	3711.41
12	0.000140455	0.000168583	3621.03
13	0.000168583	0.000201485	3287.35
14	0.000201485	0.000239973	2770.28
15	0.000239973	0.000284994	2192.77
16	0.000284994	0.000337658	1677.28
17	0.000337658	0.000399261	1288.23
18	0.000399261	0.000471321	1030.41
19	0.000471321	0.000555613	880.09
20	0.000555613	0.000654214	810.588
21	0.000654214	0.000769553	801.602
22	0.000769553	0.00090447	838.897
23	0.00090447	0.00106229	911.24
24	0.00106229	0.0012469	1008.51
25	0.0012469	0.00146285	1121.51
26	0.00146285	0.00171545	1242.16
27	0.00171545	0.00201093	1518.42
28	0.00201093	0.00235657	1518.42
29	0.00235657	0.00276089	113.403
30	0.00276089	0.00323383	113.403
31	0.00323383	inf	113.403
