time_index	left_time_boundary	right_time_boundary	lambda
0	0	5.69864e-06	5509.54
1	5.69864e-06	1.22756e-05	5509.54
2	1.22756e-05	1.98664e-05	14118.1
3	1.98664e-05	2.86271e-05	14118.1
4	2.86271e-05	3.87382e-05	1905.91
5	3.87382e-05	5.04077e-05	1416.2
6	5.04077e-05	6.38759e-05	1779.53
7	6.38759e-05	7.942e-05	2727.82
8	7.942e-05	9.73601e-05	4161.31
9	9.73601e-05	0.000118065	5646.23
10	0.000118065	0.000141962	6279.92
11	0.000141962	0.000169542	5379.03
12	0.000169542	0.000201373	3657.18
13	0.000201373	0.00023811	2278.19
14	0.00023811	0.000280509	1512.7
15	0.000280509	0.000329444	1147.78
16	0.000329444	0.000385922	987.62
17	0.000385922	0.000451104	927.697
18	0.000451104	0.000526334	919.685
19	0.000526334	0.000613158	941.701
20	0.000613158	0.000713366	980.679
21	0.000713366	0.000829019	1023.09
22	0.000829019	0.000962498	1052.42
23	0.000962498	0.00111655	1051.67
24	0.00111655	0.00129435	1009.97
25	0.00129435	0.00149955	932.427
26	0.00149955	0.00173638	843.424
27	0.00173638	0.00200972	773.501
28	0.00200972	0.00232519	746.209
29	0.00232519	0.00268928	973.829
30	0.00268928	0.00310948	973.829
31	0.00310948	0.00359446	973.829
32	0.00359446	0.00415419	204.124
33	0.00415419	0.0048002	204.124
34	0.0048002	inf	204.124
