time_index	left_time_boundary	right_time_boundary	lambda
0	0	8.52306e-06	820.113
1	8.52306e-06	1.84929e-05	820.113
2	1.84929e-05	3.01551e-05	3308.62
3	3.01551e-05	4.3797e-05	2069.41
4	4.3797e-05	5.97546e-05	3644.35
5	5.97546e-05	7.8421e-05	3497.6
6	7.8421e-05	0.000100256	2309.15
7	0.000100256	0.000125798	1690.32
8	0.000125798	0.000155675	1599.7
9	0.000155675	0.000190624	1784.59
10	0.000190624	0.000231505	2060.39
11	0.000231505	0.000279326	2298.12
12	0.000279326	0.000335265	2428.21
13	0.000335265	0.000400699	2426.21
14	0.000400699	0.00047724	2302.63
15	0.00047724	0.000566775	2088.77
16	0.000566775	0.000671508	1816.21
17	0.000671508	0.00079402	1528.52
18	0.00079402	0.000937327	1281.81
19	0.000937327	0.00110496	1107.32
20	0.00110496	0.00130105	996.927
21	0.00130105	0.00153043	919.271
22	0.00153043	0.00179874	838.709
23	0.00179874	0.0021126	739.118
24	0.0021126	0.00247974	640.291
25	0.00247974	0.0029092	583.27
26	0.0029092	0.00341156	601.736
27	0.00341156	0.00399919	839.129
28	0.00399919	0.00468658	839.129
29	0.00468658	0.00549064	315.671
30	0.00549064	0.0064312	315.671
31	0.0064312	inf	315.671
