time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.00738e-05	476.64
1	1.00738e-05	2.17002e-05	476.64
2	2.17002e-05	3.51188e-05	1712.42
3	3.51188e-05	5.06055e-05	1712.42
4	5.06055e-05	6.84794e-05	1770.21
5	6.84794e-05	8.91082e-05	2456.1
6	8.91082e-05	0.000112917	2383.67
7	0.000112917	0.000140395	1895.17
8	0.000140395	0.000172108	1547.71
9	0.000172108	0.00020871	1437.28
10	0.00020871	0.000250953	1473.27
11	0.000250953	0.000299707	1547.31
12	0.000299707	0.000355976	1582.15
13	0.000355976	0.000420918	1552.59
14	0.000420918	0.00049587	1475.51
15	0.00049587	0.000582375	1385.57
16	0.000582375	0.000682213	1312.92
17	0.000682213	0.000797439	1268.19
18	0.000797439	0.000930426	1240.47
19	0.000930426	0.00108391	1206.99
20	0.00108391	0.00126105	1147.55
21	0.00126105	0.0014655	1055.8
22	0.0014655	0.00170146	940.598
23	0.00170146	0.00197378	817.546
24	0.00197378	0.00228808	700.895
25	0.00228808	0.00265083	601.673
26	0.00265083	0.00306949	525.896
27	0.00306949	0.00355268	473.103
28	0.00355268	0.00411034	439.244
29	0.00411034	0.00475396	425.96
30	0.00475396	0.00549679	425.96
31	0.00549679	0.00635411	425.96
32	0.00635411	0.00734357	401.793
33	0.00734357	0.00848554	401.793
34	0.00848554	inf	401.793
