time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.11127e-05	969.505
1	1.11127e-05	2.39382e-05	969.505
2	2.39382e-05	3.87405e-05	2731.37
3	3.87405e-05	5.58244e-05	2731.37
4	5.58244e-05	7.55416e-05	1968.05
5	7.55416e-05	9.82978e-05	2050.58
6	9.82978e-05	0.000124562	2281.79
7	0.000124562	0.000154874	2288.43
8	0.000154874	0.000189858	1957.77
9	0.000189858	0.000230234	1525.89
10	0.000230234	0.000276834	1187.86
11	0.000276834	0.000330616	975.013
12	0.000330616	0.000392688	868.58
13	0.000392688	0.000464327	841.767
14	0.000464327	0.000547009	866.267
15	0.000547009	0.000642435	918.938
16	0.000642435	0.000752569	984.747
17	0.000752569	0.000879678	1053.93
18	0.000879678	0.00102638	1116.98
19	0.00102638	0.00119569	1160.81
20	0.00119569	0.0013911	1166.89
21	0.0013911	0.00161663	1115.55
22	0.00161663	0.00187693	1005.83
23	0.00187693	0.00217734	870.555
24	0.00217734	0.00252405	754.001
25	0.00252405	0.00292421	679.14
26	0.00292421	0.00338604	645.482
27	0.00338604	0.00391906	641.244
28	0.00391906	0.00453424	653.419
29	0.00453424	0.00524424	723.056
30	0.00524424	0.00606367	723.056
31	0.00606367	0.0070094	723.056
32	0.0070094	0.00810091	408.532
33	0.00810091	0.00936065	408.532
34	0.00936065	inf	408.532
