time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.59971e-05	187.781
1	1.59971e-05	3.47098e-05	187.781
2	3.47098e-05	5.65989e-05	566.358
3	5.65989e-05	8.22037e-05	439.481
4	8.22037e-05	0.000112155	451.787
5	0.000112155	0.00014719	595.527
6	0.00014719	0.000188173	804.926
7	0.000188173	0.000236113	879.763
8	0.000236113	0.00029219	874.775
9	0.00029219	0.000357786	861.319
10	0.000357786	0.000434517	868.146
11	0.000434517	0.000524274	911.073
12	0.000524274	0.000629266	998.486
13	0.000629266	0.000752082	1123.89
14	0.000752082	0.000895744	1257.05
15	0.000895744	0.00106379	1342.8
16	0.00106379	0.00126037	1329.53
17	0.00126037	0.00149032	1221.52
18	0.00149032	0.00175929	1076.13
19	0.00175929	0.00207393	945.042
20	0.00207393	0.00244198	851.43
21	0.00244198	0.0028725	801.723
22	0.0028725	0.0033761	791.976
23	0.0033761	0.00396519	810.358
24	0.00396519	0.00465428	841.69
25	0.00465428	0.00546034	880.135
26	0.00546034	0.00640323	928.779
27	0.00640323	0.00750618	1019.52
28	0.00750618	0.00879635	1019.52
29	0.00879635	0.0103055	1266.21
30	0.0103055	0.0120709	1266.21
31	0.0120709	inf	1266.21
