time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.59078e-05	486.876
1	1.59078e-05	3.42675e-05	486.876
2	3.42675e-05	5.54571e-05	1454.4
3	5.54571e-05	7.99128e-05	1454.4
4	7.99128e-05	0.000108138	590.431
5	0.000108138	0.000140713	666.6
6	0.000140713	0.00017831	793.893
7	0.00017831	0.000221702	926.896
8	0.000221702	0.000271781	973.474
9	0.000271781	0.00032958	939.285
10	0.00032958	0.000396287	887.898
11	0.000396287	0.000473277	864.107
12	0.000473277	0.000562133	864.235
13	0.000562133	0.000664685	889.633
14	0.000664685	0.000783044	930.22
15	0.000783044	0.000919646	957.755
16	0.000919646	0.0010773	951.038
17	0.0010773	0.00125926	906.271
18	0.00125926	0.00146926	831.964
19	0.00146926	0.00171164	754.093
20	0.00171164	0.00199137	703.602
21	0.00199137	0.00231421	692.823
22	0.00231421	0.00268682	719.648
23	0.00268682	0.00311686	784.933
24	0.00311686	0.00361318	892.626
25	0.00361318	0.00418601	1042.3
26	0.00418601	0.00484713	1225.08
27	0.00484713	0.00561014	1375.71
28	0.00561014	0.00649077	1327.59
29	0.00649077	0.00750713	1196.91
30	0.00750713	0.00868015	1196.91
31	0.00868015	0.010034	1196.91
32	0.010034	0.0115965	0.968926
33	0.0115965	0.0133998	0.968926
34	0.0133998	inf	0.968926
