time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.52975e-05	399.669
1	1.52975e-05	3.29529e-05	399.669
2	3.29529e-05	5.33296e-05	1568.68
3	5.33296e-05	7.6847e-05	1568.68
4	7.6847e-05	0.000103989	752.861
5	0.000103989	0.000135315	626.895
6	0.000135315	0.000171469	812.45
7	0.000171469	0.000213196	985.699
8	0.000213196	0.000261355	1026.34
9	0.000261355	0.000316936	977.339
10	0.000316936	0.000381084	910.188
11	0.000381084	0.00045512	885.165
12	0.00045512	0.000540568	896.391
13	0.000540568	0.000639185	923.902
14	0.000639185	0.000753003	957.96
15	0.000753003	0.000884365	980.428
16	0.000884365	0.00103597	977.383
17	0.00103597	0.00121095	948.011
18	0.00121095	0.0014129	888.198
19	0.0014129	0.00164597	805.007
20	0.00164597	0.00191497	729.247
21	0.00191497	0.00222543	692.311
22	0.00222543	0.00258374	707.484
23	0.00258374	0.00299729	773.304
24	0.00299729	0.00347457	878.465
25	0.00347457	0.00402542	1011.09
26	0.00402542	0.00466117	1168.19
27	0.00466117	0.00539492	1355.73
28	0.00539492	0.00624176	1523.08
29	0.00624176	0.00721913	1273.91
30	0.00721913	0.00834715	1273.91
31	0.00834715	0.00964903	1273.91
32	0.00964903	0.0111516	30.9729
33	0.0111516	0.0128857	30.9729
34	0.0128857	inf	30.9729
