time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.7662e-06	3.56154
1	4.7662e-06	1.03415e-05	3.56154
2	1.03415e-05	1.68631e-05	46.3959
3	1.68631e-05	2.44918e-05	5462.12
4	2.44918e-05	3.34155e-05	8617.01
5	3.34155e-05	4.3854e-05	3434.83
6	4.3854e-05	5.60644e-05	2135.42
7	5.60644e-05	7.03475e-05	2296.92
8	7.03475e-05	8.70552e-05	3089
9	8.70552e-05	0.000106599	4155.99
10	0.000106599	0.00012946	5193.16
11	0.00012946	0.000156202	5899.37
12	0.000156202	0.000187484	5976.38
13	0.000187484	0.000224076	5399.68
14	0.000224076	0.000266879	4544.15
15	0.000266879	0.000316947	3778.87
16	0.000316947	0.000375515	3190.17
17	0.000375515	0.000444025	2713.59
18	0.000444025	0.000524165	2297.52
19	0.000524165	0.000617908	1941.99
20	0.000617908	0.000727564	1658.58
21	0.000727564	0.000855834	1427.26
22	0.000855834	0.00100588	1208.65
23	0.00100588	0.00118139	986.149
24	0.00118139	0.0013867	775.905
25	0.0013867	0.00162686	603.902
26	0.00162686	0.00190778	484.944
27	0.00190778	0.0022364	414.442
28	0.0022364	0.00262079	414.442
29	0.00262079	0.00307043	1271.13
30	0.00307043	0.00359641	1271.13
31	0.00359641	inf	1271.13
