time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.35604e-05	420.439
1	1.35604e-05	2.92109e-05	420.439
2	2.92109e-05	4.72737e-05	505.661
3	4.72737e-05	6.81206e-05	505.661
4	6.81206e-05	9.21807e-05	592.184
5	9.21807e-05	0.000119949	661.968
6	0.000119949	0.000151998	517.604
7	0.000151998	0.000188987	461.594
8	0.000188987	0.000231676	514.694
9	0.000231676	0.000280946	653.721
10	0.000280946	0.00033781	878.598
11	0.00033781	0.000403439	1190.71
12	0.000403439	0.000479183	1567.38
13	0.000479183	0.000566602	1924.86
14	0.000566602	0.000667496	2099.03
15	0.000667496	0.00078394	1948.32
16	0.00078394	0.000918333	1556.83
17	0.000918333	0.00107344	1168.78
18	0.00107344	0.00125246	920.381
19	0.00125246	0.00145906	804.743
20	0.00145906	0.00169751	772.594
21	0.00169751	0.00197272	775.867
22	0.00197272	0.00229035	771.747
23	0.00229035	0.00265693	739.653
24	0.00265693	0.00308001	696.432
25	0.00308001	0.00356831	672.736
26	0.00356831	0.00413187	681.872
27	0.00413187	0.0047823	712.595
28	0.0047823	0.00553297	742.056
29	0.00553297	0.00639936	777.495
30	0.00639936	0.00739928	777.495
31	0.00739928	0.00855333	777.495
32	0.00855333	0.00988525	1008.78
33	0.00988525	0.0114225	1008.78
34	0.0114225	inf	1008.78
