time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.92037e-05	158.603
1	1.92037e-05	4.13673e-05	158.603
2	4.13673e-05	6.69472e-05	959.118
3	6.69472e-05	9.64697e-05	959.118
4	9.64697e-05	0.000130543	416.976
5	0.000130543	0.000169868	771.566
6	0.000169868	0.000215254	997.328
7	0.000215254	0.000267636	1010.77
8	0.000267636	0.000328091	859.889
9	0.000328091	0.000397865	699.697
10	0.000397865	0.000478394	612.023
11	0.000478394	0.000571334	589.644
12	0.000571334	0.0006786	607.081
13	0.0006786	0.0008024	641.14
14	0.0008024	0.000945281	673.075
15	0.000945281	0.00111019	692.632
16	0.00111019	0.00130051	699.08
17	0.00130051	0.00152016	696.743
18	0.00152016	0.00177368	691.802
19	0.00177368	0.00206627	691.144
20	0.00206627	0.00240395	699.185
21	0.00240395	0.00279369	714.792
22	0.00279369	0.0032435	732.723
23	0.0032435	0.00376264	749.716
24	0.00376264	0.00436179	769.758
25	0.00436179	0.0050533	805.361
26	0.0050533	0.00585139	874.852
27	0.00585139	0.0067725	996.299
28	0.0067725	0.00783558	1179.04
29	0.00783558	0.00906252	1518.67
30	0.00906252	0.0104786	1518.67
31	0.0104786	0.0121129	1518.67
32	0.0121129	0.0139991	3707.74
33	0.0139991	0.0161761	3707.74
34	0.0161761	inf	3707.74
