time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.69172e-05	232.893
1	1.69172e-05	3.64419e-05	232.893
2	3.64419e-05	5.89761e-05	324.509
3	5.89761e-05	8.49835e-05	324.509
4	8.49835e-05	0.000115	1269.84
5	0.000115	0.000149642	655.623
6	0.000149642	0.000189625	423.663
7	0.000189625	0.000235769	399.308
8	0.000235769	0.000289027	472.239
9	0.000289027	0.000350493	592.823
10	0.000350493	0.000421433	732.029
11	0.000421433	0.000503308	871.489
12	0.000503308	0.000597803	995.35
13	0.000597803	0.000706862	1081.63
14	0.000706862	0.000832731	1105.03
15	0.000832731	0.000978001	1059.15
16	0.000978001	0.00114566	969.88
17	0.00114566	0.00133917	876.077
18	0.00133917	0.00156249	804.76
19	0.00156249	0.00182025	765.051
20	0.00182025	0.00211773	754.161
21	0.00211773	0.00246106	765.949
22	0.00246106	0.00285731	797.391
23	0.00285731	0.00331464	851.639
24	0.00331464	0.00384246	937.559
25	0.00384246	0.00445163	1059.79
26	0.00445163	0.0051547	1200.45
27	0.0051547	0.00596613	1328.8
28	0.00596613	0.00690263	1439.51
29	0.00690263	0.00798349	1587.47
30	0.00798349	0.00923094	1587.47
31	0.00923094	0.0106707	1587.47
32	0.0106707	0.0123323	1987.96
33	0.0123323	0.01425	1987.96
34	0.01425	inf	1987.96
