time_index	left_time_boundary	right_time_boundary	lambda
0	0	6.31375e-06	5594.35
1	6.31375e-06	1.36993e-05	5594.35
2	1.36993e-05	2.23385e-05	21302.9
3	2.23385e-05	3.24442e-05	4051.04
4	3.24442e-05	4.42653e-05	1846.57
5	4.42653e-05	5.80931e-05	1808.07
6	5.80931e-05	7.42681e-05	2564.73
7	7.42681e-05	9.31889e-05	3885.06
8	9.31889e-05	0.000115321	5355.05
9	0.000115321	0.000141211	6087.49
10	0.000141211	0.000171495	5196.92
11	0.000171495	0.00020692	3402.68
12	0.00020692	0.000248359	2059.14
13	0.000248359	0.000296831	1382.98
14	0.000296831	0.000353532	1094.9
15	0.000353532	0.000419858	989.19
16	0.000419858	0.000497443	966.888
17	0.000497443	0.000588197	988.072
18	0.000588197	0.000694358	1032.87
19	0.000694358	0.000818539	1074.35
20	0.000818539	0.000963799	1071.14
21	0.000963799	0.00113372	987.493
22	0.00113372	0.00133248	831.547
23	0.00133248	0.00156498	661.129
24	0.00156498	0.00183695	537.916
25	0.00183695	0.00215509	495.422
26	0.00215509	0.00252723	569.613
27	0.00252723	0.00296254	2250.87
28	0.00296254	0.00347174	2250.87
29	0.00347174	0.00406738	88.2994
30	0.00406738	0.00476414	88.2994
31	0.00476414	inf	88.2994
