time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.46194e-05	524.986
1	1.46194e-05	3.14922e-05	524.986
2	3.14922e-05	5.09656e-05	707.258
3	5.09656e-05	7.34406e-05	707.258
4	7.34406e-05	9.93797e-05	687.687
5	9.93797e-05	0.000129317	765.093
6	0.000129317	0.000163869	788.313
7	0.000163869	0.000203746	805.989
8	0.000203746	0.00024977	831.603
9	0.00024977	0.000302887	844.821
10	0.000302887	0.000364192	872.735
11	0.000364192	0.000434946	940.112
12	0.000434946	0.000516606	1033.57
13	0.000516606	0.000610852	1118.33
14	0.000610852	0.000719625	1167.09
15	0.000719625	0.000845163	1170.45
16	0.000845163	0.000990052	1131.34
17	0.000990052	0.00115727	1061.57
18	0.00115727	0.00135027	978.242
19	0.00135027	0.00157301	896.949
20	0.00157301	0.00183008	827.981
21	0.00183008	0.00212678	777.345
22	0.00212678	0.00246921	751.014
23	0.00246921	0.00286443	756.425
24	0.00286443	0.00332055	798.961
25	0.00332055	0.00384698	879.485
26	0.00384698	0.00445456	990.586
27	0.00445456	0.00515578	1107.09
28	0.00515578	0.00596508	1195.62
29	0.00596508	0.00689913	1291
30	0.00689913	0.00797714	1291
31	0.00797714	0.00922131	1291
32	0.00922131	0.0106573	2356.17
33	0.0106573	0.0123145	2356.17
34	0.0123145	inf	2356.17
