time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.85743e-05	447.633
1	1.85743e-05	4.03016e-05	447.633
2	4.03016e-05	6.5717e-05	221.831
3	6.5717e-05	9.54468e-05	707.361
4	9.54468e-05	0.000130223	768.605
5	0.000130223	0.000170903	575.098
6	0.000170903	0.000218488	507.109
7	0.000218488	0.00027415	496.043
8	0.00027415	0.000339262	548.946
9	0.000339262	0.000415426	662.961
10	0.000415426	0.000504518	818.291
11	0.000504518	0.000608735	977.935
12	0.000608735	0.000730642	1087.01
13	0.000730642	0.000873242	1101.39
14	0.000873242	0.00104005	1024.83
15	0.00104005	0.00123517	909.845
16	0.00123517	0.00146342	807.785
17	0.00146342	0.00173041	741.221
18	0.00173041	0.00204272	713.879
19	0.00204272	0.00240804	725.273
20	0.00240804	0.00283538	775.998
21	0.00283538	0.00333526	868.385
22	0.00333526	0.00391999	1006.4
23	0.00391999	0.00460399	1199.78
24	0.00460399	0.00540409	1473.76
25	0.00540409	0.00634001	1846.6
26	0.00634001	0.0074348	2327.24
27	0.0074348	0.00871543	2675.08
28	0.00871543	0.0102134	2675.08
29	0.0102134	0.0119658	187050
30	0.0119658	0.0140155	187050
31	0.0140155	inf	187050
