time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.9185e-06	3.93352
1	3.9185e-06	8.44097e-06	3.93352
2	8.44097e-06	1.36605e-05	19336.3
3	1.36605e-05	1.96846e-05	19336.3
4	1.96846e-05	2.66371e-05	7815.07
5	2.66371e-05	3.46613e-05	4040.36
6	3.46613e-05	4.39223e-05	3066.78
7	4.39223e-05	5.46108e-05	2385.2
8	5.46108e-05	6.69467e-05	2053.6
9	6.69467e-05	8.1184e-05	2075.67
10	8.1184e-05	9.76158e-05	2409.92
11	9.76158e-05	0.00011658	3097.91
12	0.00011658	0.000138468	4107.14
13	0.000138468	0.000163729	5201.74
14	0.000163729	0.000192884	5949.9
15	0.000192884	0.000226532	5920.84
16	0.000226532	0.000265367	5127.28
17	0.000265367	0.000310188	4120.05
18	0.000310188	0.000361917	3364.93
19	0.000361917	0.00042162	2938.76
20	0.00042162	0.000490525	2725.02
21	0.000490525	0.00057005	2571.76
22	0.00057005	0.000661833	2336.66
23	0.000661833	0.000767763	1953.43
24	0.000767763	0.00089002	1519.33
25	0.00089002	0.00103112	1186.62
26	0.00103112	0.00119397	984.144
27	0.00119397	0.00138192	827.038
28	0.00138192	0.00159884	631.106
29	0.00159884	0.0018492	272.708
30	0.0018492	0.00213814	272.708
31	0.00213814	0.00247162	272.708
32	0.00247162	0.0028565	782.108
33	0.0028565	0.00330071	782.108
34	0.00330071	inf	782.108
