time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.35085e-05	383.597
1	1.35085e-05	2.90992e-05	383.597
2	2.90992e-05	4.70929e-05	524.131
3	4.70929e-05	6.786e-05	524.131
4	6.786e-05	9.18281e-05	617.053
5	9.18281e-05	0.00011949	657.31
6	0.00011949	0.000151417	524.617
7	0.000151417	0.000188264	473.709
8	0.000188264	0.00023079	525.685
9	0.00023079	0.000279871	661.57
10	0.000279871	0.000336518	880.89
11	0.000336518	0.000401895	1188.07
12	0.000401895	0.00047735	1566.3
13	0.00047735	0.000564435	1936.04
14	0.000564435	0.000664942	2128.86
15	0.000664942	0.000780941	1982.77
16	0.000780941	0.00091482	1570.87
17	0.00091482	0.00106933	1161.88
18	0.00106933	0.00124766	909.172
19	0.00124766	0.00145348	800.717
20	0.00145348	0.00169102	778.15
21	0.00169102	0.00196517	786.537
22	0.00196517	0.00228158	781.424
23	0.00228158	0.00264676	747.634
24	0.00264676	0.00306823	707.898
25	0.00306823	0.00355466	691.889
26	0.00355466	0.00411606	706.571
27	0.00411606	0.004764	732.695
28	0.004764	0.00551181	744.358
29	0.00551181	0.00637488	779.316
30	0.00637488	0.00737097	779.316
31	0.00737097	0.0085206	779.316
32	0.0085206	0.00984743	1456.12
33	0.00984743	0.0113788	1456.12
34	0.0113788	inf	1456.12
