time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.22192e-05	0.764002
1	2.22192e-05	4.82101e-05	0.764002
2	4.82101e-05	7.8613e-05	11.5473
3	7.8613e-05	0.000114177	1.78799
4	0.000114177	0.000155777	47.3966
5	0.000155777	0.00020444	212.493
6	0.00020444	0.000261363	492.412
7	0.000261363	0.000327948	544.068
8	0.000327948	0.000405837	499.068
9	0.000405837	0.000496946	539.601
10	0.000496946	0.000603522	660.736
11	0.000603522	0.000728189	825.194
12	0.000728189	0.000874019	987.041
13	0.000874019	0.0010446	1085.49
14	0.0010446	0.00124414	1074.91
15	0.00124414	0.00147756	984.657
16	0.00147756	0.00175059	889.954
17	0.00175059	0.00206997	830.117
18	0.00206997	0.00244357	805.67
19	0.00244357	0.00288058	806.988
20	0.00288058	0.00339178	828.001
21	0.00339178	0.00398975	872.957
22	0.00398975	0.00468923	974.597
23	0.00468923	0.00550745	1163.78
24	0.00550745	0.00646456	1357.73
25	0.00646456	0.00758414	1025.42
26	0.00758414	0.00889376	270.601
27	0.00889376	0.0104257	23.7563
28	0.0104257	0.0122177	23.7563
29	0.0122177	0.0143138	1.27747
30	0.0143138	0.0167658	1.27747
31	0.0167658	inf	1.27747
