time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.12012e-05	938.68
1	1.12012e-05	2.41288e-05	938.68
2	2.41288e-05	3.9049e-05	2720.71
3	3.9049e-05	5.6269e-05	2720.71
4	5.6269e-05	7.61431e-05	2016.19
5	7.61431e-05	9.90806e-05	2174.82
6	9.90806e-05	0.000125554	2260.81
7	0.000125554	0.000156107	2144.16
8	0.000156107	0.000191369	1823.62
9	0.000191369	0.000232067	1470.43
10	0.000232067	0.000279038	1186.35
11	0.000279038	0.000333249	992.78
12	0.000333249	0.000395815	890.659
13	0.000395815	0.000468025	861.381
14	0.000468025	0.000551365	878.322
15	0.000551365	0.00064755	920.575
16	0.00064755	0.000758562	975.322
17	0.000758562	0.000886683	1034.74
18	0.000886683	0.00103455	1091.61
19	0.00103455	0.00120521	1133.52
20	0.00120521	0.00140218	1140.98
21	0.00140218	0.00162951	1095.92
22	0.00162951	0.00189187	997.692
23	0.00189187	0.00219468	872.602
24	0.00219468	0.00254415	758.011
25	0.00254415	0.0029475	674.543
26	0.0029475	0.00341301	622.134
27	0.00341301	0.00395027	595.805
28	0.00395027	0.00457035	597.147
29	0.00457035	0.005286	698.439
30	0.005286	0.00611195	698.439
31	0.00611195	0.00706522	698.439
32	0.00706522	0.00816542	1480.48
33	0.00816542	0.00943519	1480.48
34	0.00943519	inf	1480.48
