time_index	left_time_boundary	right_time_boundary	lambda
0	0	8.90521e-06	562.414
1	8.90521e-06	1.9183e-05	562.414
2	1.9183e-05	3.1045e-05	2322.91
3	3.1045e-05	4.47353e-05	2322.91
4	4.47353e-05	6.05358e-05	1829.83
5	6.05358e-05	7.87716e-05	1819.97
6	7.87716e-05	9.98183e-05	1667.68
7	9.98183e-05	0.000124109	1670.97
8	0.000124109	0.000152144	1808.37
9	0.000152144	0.000184499	1979.44
10	0.000184499	0.000221842	2134.08
11	0.000221842	0.000264941	2237.49
12	0.000264941	0.000314683	2241.97
13	0.000314683	0.000372092	2124.33
14	0.000372092	0.000438349	1921.14
15	0.000438349	0.000514819	1711.04
16	0.000514819	0.000603076	1549.51
17	0.000603076	0.000704936	1436.38
18	0.000704936	0.000822497	1344.92
19	0.000822497	0.000958177	1256.15
20	0.000958177	0.00111477	1164.89
21	0.00111477	0.0012955	1074.26
22	0.0012955	0.00150409	989.209
23	0.00150409	0.00174482	909.118
24	0.00174482	0.00202267	828.704
25	0.00202267	0.00234334	748.473
26	0.00234334	0.00271343	680.077
27	0.00271343	0.00314057	636.966
28	0.00314057	0.00363355	623.829
29	0.00363355	0.00420251	659.408
30	0.00420251	0.00485916	659.408
31	0.00485916	0.00561703	659.408
32	0.00561703	0.00649172	532.263
33	0.00649172	0.00750122	532.263
34	0.00750122	inf	532.263
