time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.27185e-06	3.97369
1	4.27185e-06	9.26884e-06	3.97369
2	9.26884e-06	1.51141e-05	24529.3
3	1.51141e-05	2.19515e-05	13437
4	2.19515e-05	2.99497e-05	6346.23
5	2.99497e-05	3.93055e-05	3955.91
6	3.93055e-05	5.02494e-05	2691.76
7	5.02494e-05	6.30511e-05	2154.27
8	6.30511e-05	7.80259e-05	2117.89
9	7.80259e-05	9.55426e-05	2570.64
10	9.55426e-05	0.000116033	3438.14
11	0.000116033	0.000140001	4464.33
12	0.000140001	0.000168038	5289.76
13	0.000168038	0.000200835	5610.07
14	0.000200835	0.000239198	5316.91
15	0.000239198	0.000284074	4621.42
16	0.000284074	0.000336567	3913.68
17	0.000336567	0.000397971	3377.18
18	0.000397971	0.000469799	2954.66
19	0.000469799	0.000553819	2552.9
20	0.000553819	0.000652101	2147.08
21	0.000652101	0.000767067	1757.73
22	0.000767067	0.000901549	1392.92
23	0.000901549	0.00105886	1060.78
24	0.00105886	0.00124287	813.355
25	0.00124287	0.00145812	686.293
26	0.00145812	0.00170991	656.529
27	0.00170991	0.00200444	688.275
28	0.00200444	0.00234896	688.275
29	0.00234896	0.00275197	527.797
30	0.00275197	0.00322339	527.797
31	0.00322339	inf	527.797
