time_index	left_time_boundary	right_time_boundary	lambda
0	0	8.80926e-06	693.824
1	8.80926e-06	1.89763e-05	693.824
2	1.89763e-05	3.07105e-05	2418.8
3	3.07105e-05	4.42533e-05	2418.8
4	4.42533e-05	5.98836e-05	1982.33
5	5.98836e-05	7.79229e-05	1948.64
6	7.79229e-05	9.87428e-05	1709.84
7	9.87428e-05	0.000122772	1686.08
8	0.000122772	0.000150504	1833.75
9	0.000150504	0.000182512	2027.02
10	0.000182512	0.000219452	2193.8
11	0.000219452	0.000262087	2281.23
12	0.000262087	0.000311293	2249.62
13	0.000311293	0.000368083	2100.16
14	0.000368083	0.000433627	1882.24
15	0.000433627	0.000509273	1671.05
16	0.000509273	0.000596578	1517.8
17	0.000596578	0.000697341	1422.62
18	0.000697341	0.000813635	1358.28
19	0.000813635	0.000947853	1301.09
20	0.000947853	0.00110276	1235.78
21	0.00110276	0.00128154	1150.1
22	0.00128154	0.00148788	1035.5
23	0.00148788	0.00172603	889.17
24	0.00172603	0.00200088	720.478
25	0.00200088	0.00231809	559.118
26	0.00231809	0.0026842	441.571
27	0.0026842	0.00310673	390.078
28	0.00310673	0.0035944	422.844
29	0.0035944	0.00415723	2065.83
30	0.00415723	0.00480681	2065.83
31	0.00480681	0.00555651	2065.83
32	0.00555651	0.00642178	1.74969
33	0.00642178	0.0074204	1.74969
34	0.0074204	inf	1.74969
