time_index	left_time_boundary	right_time_boundary	lambda
0	0	2.193e-05	0.774052
1	2.193e-05	4.75827e-05	0.774052
2	4.75827e-05	7.75899e-05	0.774052
3	7.75899e-05	0.000112691	8.95984
4	0.000112691	0.00015375	41.322
5	0.00015375	0.000201779	167.205
6	0.000201779	0.000257961	468.958
7	0.000257961	0.00032368	568.301
8	0.00032368	0.000400555	526.793
9	0.000400555	0.000490479	563.918
10	0.000490479	0.000595668	674.871
11	0.000595668	0.000718713	821.059
12	0.000718713	0.000862644	973.195
13	0.000862644	0.00103101	1084.94
14	0.00103101	0.00122795	1101.11
15	0.00122795	0.00145833	1030.43
16	0.00145833	0.00172781	935.627
17	0.00172781	0.00204303	855.583
18	0.00204303	0.00241177	805.613
19	0.00241177	0.00284309	794.153
20	0.00284309	0.00334764	821.673
21	0.00334764	0.00393783	879.076
22	0.00393783	0.00462821	958.725
23	0.00462821	0.00543577	1049.34
24	0.00543577	0.00638043	1151.14
25	0.00638043	0.00748543	1296.19
26	0.00748543	0.00877802	1437.37
27	0.00877802	0.01029	1536.45
28	0.01029	0.0120587	1536.45
29	0.0120587	0.0141276	1584.16
30	0.0141276	0.0165476	1584.16
31	0.0165476	inf	1584.16
