time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.80129e-05	198.39
1	1.80129e-05	3.88022e-05	198.39
2	3.88022e-05	6.27959e-05	538.24
3	6.27959e-05	9.04878e-05	538.24
4	9.04878e-05	0.000122448	853.541
5	0.000122448	0.000159334	664.737
6	0.000159334	0.000201906	468.378
7	0.000201906	0.00025104	437.017
8	0.00025104	0.000307747	499.124
9	0.000307747	0.000373194	614.439
10	0.000373194	0.000448729	752.449
11	0.000448729	0.000535907	885.312
12	0.000535907	0.000636521	988.747
13	0.000636521	0.000752644	1042.09
14	0.000752644	0.000886666	1033.97
15	0.000886666	0.00104134	971.126
16	0.00104134	0.00121986	877.61
17	0.00121986	0.0014259	783.334
18	0.0014259	0.00166369	709.821
19	0.00166369	0.00193814	664.512
20	0.00193814	0.00225489	645.453
21	0.00225489	0.00262046	648.251
22	0.00262046	0.00304237	669.854
23	0.00304237	0.00352932	710.032
24	0.00352932	0.00409133	772.746
25	0.00409133	0.00473995	864.82
26	0.00473995	0.00548856	989.68
27	0.00548856	0.00635255	1140.12
28	0.00635255	0.00734971	1286.04
29	0.00734971	0.00850057	1254.24
30	0.00850057	0.00982881	1254.24
31	0.00982881	0.0113618	1254.24
32	0.0113618	0.013131	537.846
33	0.013131	0.015173	537.846
34	0.015173	inf	537.846
