time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.43801e-05	73.5352
1	1.43801e-05	3.09767e-05	73.5352
2	3.09767e-05	5.01314e-05	552.769
3	5.01314e-05	7.22385e-05	552.769
4	7.22385e-05	9.77531e-05	431.109
5	9.77531e-05	0.0001272	410.964
6	0.0001272	0.000161186	676.397
7	0.000161186	0.000200411	910.036
8	0.000200411	0.000245681	941.567
9	0.000245681	0.000297929	913.097
10	0.000297929	0.000358231	899.72
11	0.000358231	0.000427827	904.247
12	0.000427827	0.00050815	927.619
13	0.00050815	0.000600853	980.856
14	0.000600853	0.000707846	1074.37
15	0.000707846	0.000831329	1198.78
16	0.000831329	0.000973846	1314.16
17	0.000973846	0.00113833	1365.58
18	0.00113833	0.00132817	1324.28
19	0.00132817	0.00154726	1211.6
20	0.00154726	0.00180013	1074.35
21	0.00180013	0.00209197	949.292
22	0.00209197	0.0024288	855.811
23	0.0024288	0.00281754	800.792
24	0.00281754	0.0032662	780.595
25	0.0032662	0.00378401	788.13
26	0.00378401	0.00438164	816.384
27	0.00438164	0.00507139	859.101
28	0.00507139	0.00586744	909.987
29	0.00586744	0.0067862	990.332
30	0.0067862	0.00784657	990.332
31	0.00784657	0.00907037	990.332
32	0.00907037	0.0104828	1270.4
33	0.0104828	0.012113	1270.4
34	0.012113	inf	1270.4
