time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.72352e-06	689.881
1	7.72352e-06	1.66375e-05	689.881
2	1.66375e-05	2.69254e-05	2750.39
3	2.69254e-05	3.87991e-05	2750.39
4	3.87991e-05	5.25029e-05	2759.9
5	5.25029e-05	6.83189e-05	3690.82
6	6.83189e-05	8.65727e-05	2945.44
7	8.65727e-05	0.00010764	2061.14
8	0.00010764	0.000131955	1678.43
9	0.000131955	0.000160017	1648.96
10	0.000160017	0.000192405	1816.48
11	0.000192405	0.000229784	2056.61
12	0.000229784	0.000272926	2271.09
13	0.000272926	0.000322717	2401.42
14	0.000322717	0.000380182	2426.82
15	0.000380182	0.000446505	2348.8
16	0.000446505	0.00052305	2182.98
17	0.00052305	0.000611394	1954.9
18	0.000611394	0.000713354	1699.76
19	0.000713354	0.00083103	1459.06
20	0.00083103	0.000966844	1265.22
21	0.000966844	0.00112359	1125.27
22	0.00112359	0.0013045	1019.39
23	0.0013045	0.00151329	914.071
24	0.00151329	0.00175427	786.238
25	0.00175427	0.00203238	645.373
26	0.00203238	0.00235337	526.609
27	0.00235337	0.00272383	464.673
28	0.00272383	0.00315139	487.082
29	0.00315139	0.00364485	1405.75
30	0.00364485	0.00421437	1405.75
31	0.00421437	0.00487167	1405.75
32	0.00487167	0.00563029	90.96
33	0.00563029	0.00650583	90.96
34	0.00650583	inf	90.96
