time_index	left_time_boundary	right_time_boundary	lambda
0	0	3.72494e-06	4.13791
1	3.72494e-06	8.02403e-06	4.13791
2	8.02403e-06	1.29858e-05	30573.4
3	1.29858e-05	1.87123e-05	30573.4
4	1.87123e-05	2.53214e-05	10420.8
5	2.53214e-05	3.29493e-05	5896.03
6	3.29493e-05	4.17528e-05	4169.66
7	4.17528e-05	5.19133e-05	3415.94
8	5.19133e-05	6.36399e-05	3152.17
9	6.36399e-05	7.7174e-05	3187.08
10	7.7174e-05	9.27941e-05	3399.15
11	9.27941e-05	0.000110822	3663.99
12	0.000110822	0.000131628	3850.6
13	0.000131628	0.000155642	3858.52
14	0.000155642	0.000183356	3643.15
15	0.000183356	0.000215343	3222.19
16	0.000215343	0.00025226	2674.46
17	0.00025226	0.000294867	2109.22
18	0.000294867	0.000344041	1616.75
19	0.000344041	0.000400794	1239.83
20	0.000400794	0.000466295	978.494
21	0.000466295	0.000541893	811.848
22	0.000541893	0.000629142	716.588
23	0.000629142	0.00072984	674.962
24	0.00072984	0.000846058	675.599
25	0.000846058	0.00098019	711.988
26	0.00098019	0.001135	780.761
27	0.001135	0.00131366	882.42
28	0.00131366	0.00151987	1027.68
29	0.00151987	0.00175786	2204.38
30	0.00175786	0.00203253	2204.38
31	0.00203253	0.00234954	2204.38
32	0.00234954	0.00271541	48.7887
33	0.00271541	0.00313767	48.7887
34	0.00313767	inf	48.7887
