time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.61305e-05	507.478
1	1.61305e-05	3.49992e-05	507.478
2	3.49992e-05	5.70709e-05	2134.67
3	5.70709e-05	8.28892e-05	1116.6
4	8.28892e-05	0.00011309	781.536
5	0.00011309	0.000148418	1057.21
6	0.000148418	0.000189742	1093.95
7	0.000189742	0.000238081	1032.55
8	0.000238081	0.000294626	1030.81
9	0.000294626	0.00036077	1020.72
10	0.00036077	0.000438141	998.898
11	0.000438141	0.000528646	987.031
12	0.000528646	0.000634514	1001.1
13	0.000634514	0.000758353	1035.28
14	0.000758353	0.000903214	1052.9
15	0.000903214	0.00107266	1013.74
16	0.00107266	0.00127088	919.035
17	0.00127088	0.00150274	819.521
18	0.00150274	0.00177396	745.32
19	0.00177396	0.00209122	708.896
20	0.00209122	0.00246234	705.005
21	0.00246234	0.00289645	726.434
22	0.00289645	0.00340426	762.087
23	0.00340426	0.00399826	814.066
24	0.00399826	0.00469309	914.579
25	0.00469309	0.00550588	1111.6
26	0.00550588	0.00645663	1405.62
27	0.00645663	0.00756877	1918.52
28	0.00756877	0.0088697	1918.52
29	0.0088697	0.0103915	217077
30	0.0103915	0.0121715	217077
31	0.0121715	inf	217077
