time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.43302e-05	508.129
1	1.43302e-05	3.08692e-05	508.129
2	3.08692e-05	4.99574e-05	1712.05
3	4.99574e-05	7.19878e-05	1712.05
4	7.19878e-05	9.74139e-05	1011.6
5	9.74139e-05	0.000126759	820.639
6	0.000126759	0.000160627	1053.9
7	0.000160627	0.000199716	1208.04
8	0.000199716	0.000244829	1180.28
9	0.000244829	0.000296896	1110.2
10	0.000296896	0.000356988	1028.28
11	0.000356988	0.000426342	960.2
12	0.000426342	0.000506387	931.459
13	0.000506387	0.000598768	946.529
14	0.000598768	0.00070539	995.117
15	0.00070539	0.000828445	1047.32
16	0.000828445	0.000970467	1061.22
17	0.000970467	0.00113438	1015.95
18	0.00113438	0.00132356	930.933
19	0.00132356	0.00154189	842.576
20	0.00154189	0.00179388	774.047
21	0.00179388	0.00208471	733.208
22	0.00208471	0.00242037	721.606
23	0.00242037	0.00280776	735.043
24	0.00280776	0.00325487	763.483
25	0.00325487	0.00377088	800.142
26	0.00377088	0.00436644	854.438
27	0.00436644	0.00505379	952.777
28	0.00505379	0.00584708	1125.66
29	0.00584708	0.00676265	1280.25
30	0.00676265	0.00781934	1280.25
31	0.00781934	0.0090389	1280.25
32	0.0090389	0.0104464	852.048
33	0.0104464	0.0120709	852.048
34	0.0120709	inf	852.048
