time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.43728e-05	344.246
1	1.43728e-05	3.09608e-05	344.246
2	3.09608e-05	5.01057e-05	608.671
3	5.01057e-05	7.22015e-05	608.671
4	7.22015e-05	9.7703e-05	731.162
5	9.7703e-05	0.000127135	906.772
6	0.000127135	0.000161104	863.191
7	0.000161104	0.000200308	801.104
8	0.000200308	0.000245556	814.716
9	0.000245556	0.000297777	866.6
10	0.000297777	0.000358047	920.343
11	0.000358047	0.000427608	969.651
12	0.000427608	0.00050789	1025.42
13	0.00050789	0.000600546	1094.7
14	0.000600546	0.000707484	1169.2
15	0.000707484	0.000830904	1225.19
16	0.000830904	0.000973348	1232.96
17	0.000973348	0.00113775	1175.14
18	0.00113775	0.00132749	1063.68
19	0.00132749	0.00154647	938.128
20	0.00154647	0.00179921	836.125
21	0.00179921	0.0020909	772.526
22	0.0020909	0.00242755	745.4
23	0.00242755	0.0028161	748.685
24	0.0028161	0.00326453	782.494
25	0.00326453	0.00378208	858.349
26	0.00378208	0.0043794	994.901
27	0.0043794	0.00506879	1191.49
28	0.00506879	0.00586444	1383.52
29	0.00586444	0.00678273	1532.94
30	0.00678273	0.00784255	1532.94
31	0.00784255	0.00906573	1532.94
32	0.00906573	0.0104775	1953.38
33	0.0104775	0.0121068	1953.38
34	0.0121068	inf	1953.38
