time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.98378e-05	219.122
1	1.98378e-05	4.3043e-05	219.122
2	4.3043e-05	7.01873e-05	572.508
3	7.01873e-05	0.000101939	631.042
4	0.000101939	0.000139081	821.482
5	0.000139081	0.000182528	542.419
6	0.000182528	0.00023335	437.451
7	0.00023335	0.000292799	475.423
8	0.000292799	0.000362339	589.457
9	0.000362339	0.000443684	738.03
10	0.000443684	0.000538837	884.146
11	0.000538837	0.000650143	995.668
12	0.000650143	0.000780342	1045.87
13	0.000780342	0.000932643	1022.37
14	0.000932643	0.0011108	939.405
15	0.0011108	0.00131919	832.822
16	0.00131919	0.00156296	739.034
17	0.00156296	0.00184811	676.874
18	0.00184811	0.00218167	647.645
19	0.00218167	0.00257184	645.785
20	0.00257184	0.00302825	666.544
21	0.00302825	0.00356214	708.831
22	0.00356214	0.00418665	777.651
23	0.00418665	0.00491717	882.584
24	0.00491717	0.00577169	1028.04
25	0.00577169	0.00677128	1200.72
26	0.00677128	0.00794054	1334.45
27	0.00794054	0.00930828	1193.85
28	0.00930828	0.0109082	1193.85
29	0.0109082	0.0127797	561.779
30	0.0127797	0.0149689	561.779
31	0.0149689	inf	561.779
