time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.27558e-06	3.605
1	4.27558e-06	9.21018e-06	3.605
2	9.21018e-06	1.49054e-05	608.029
3	1.49054e-05	2.14784e-05	608.029
4	2.14784e-05	2.90645e-05	12675.8
5	2.90645e-05	3.78199e-05	4899.22
6	3.78199e-05	4.79249e-05	2189.95
7	4.79249e-05	5.95874e-05	1888.66
8	5.95874e-05	7.30474e-05	2358.92
9	7.30474e-05	8.85821e-05	3251.11
10	8.85821e-05	0.000106511	4312.56
11	0.000106511	0.000127204	5269.2
12	0.000127204	0.000151086	5889.13
13	0.000151086	0.000178649	6011.42
14	0.000178649	0.000210461	5624.38
15	0.000210461	0.000247176	4920.42
16	0.000247176	0.00028955	4170.37
17	0.00028955	0.000338455	3533.46
18	0.000338455	0.000394898	3021.65
19	0.000394898	0.000460041	2593.5
20	0.000460041	0.000535225	2227.27
21	0.000535225	0.000621997	1921.9
22	0.000621997	0.000722144	1672.54
23	0.000722144	0.000837727	1461.53
24	0.000837727	0.000971126	1268.41
25	0.000971126	0.00112509	1083.72
26	0.00112509	0.00130278	909.498
27	0.00130278	0.00150785	753.843
28	0.00150785	0.00174454	627.867
29	0.00174454	0.00201771	508.995
30	0.00201771	0.00233299	508.995
31	0.00233299	0.00269686	508.995
32	0.00269686	0.00311681	987.127
33	0.00311681	0.0036015	987.127
34	0.0036015	inf	987.127
