time_index	left_time_boundary	right_time_boundary	lambda
0	0	7.8064e-06	726.413
1	7.8064e-06	1.6816e-05	726.413
2	1.6816e-05	2.72144e-05	2599.08
3	2.72144e-05	3.92155e-05	2599.08
4	3.92155e-05	5.30663e-05	2844.6
5	5.30663e-05	6.90521e-05	3779.98
6	6.90521e-05	8.75018e-05	2990.67
7	8.75018e-05	0.000108795	2017.97
8	0.000108795	0.000133371	1603.37
9	0.000133371	0.000161734	1578.36
10	0.000161734	0.00019447	1767.56
11	0.00019447	0.00023225	2043.7
12	0.00023225	0.000275855	2298.59
13	0.000275855	0.00032618	2448.26
14	0.00032618	0.000384262	2457.5
15	0.000384262	0.000451296	2343.09
16	0.000451296	0.000528663	2147.35
17	0.000528663	0.000617955	1907.36
18	0.000617955	0.000721009	1653.27
19	0.000721009	0.000839948	1416.58
20	0.000839948	0.00097722	1224.28
21	0.00097722	0.00113565	1086.01
22	0.00113565	0.0013185	991.505
23	0.0013185	0.00152953	916.972
24	0.00152953	0.00177309	838.888
25	0.00177309	0.00205419	750.135
26	0.00205419	0.00237862	662.708
27	0.00237862	0.00275306	598.325
28	0.00275306	0.00318521	575.646
29	0.00318521	0.00368396	680.491
30	0.00368396	0.00425959	680.491
31	0.00425959	0.00492395	680.491
32	0.00492395	0.00569071	374.091
33	0.00569071	0.00657565	374.091
34	0.00657565	inf	374.091
