time_index	left_time_boundary	right_time_boundary	lambda
0	0	9.69416e-06	658.45
1	9.69416e-06	2.10339e-05	658.45
2	2.10339e-05	3.42986e-05	2985.19
3	3.42986e-05	4.98149e-05	1825.89
4	4.98149e-05	6.79651e-05	2037.12
5	6.79651e-05	8.91963e-05	1779.48
6	8.91963e-05	0.000114032	1668.13
7	0.000114032	0.000143083	1781.11
8	0.000143083	0.000177065	1981.1
9	0.000177065	0.000216816	2158.96
10	0.000216816	0.000263315	2249.29
11	0.000263315	0.000317706	2218.05
12	0.000317706	0.000381331	2072.84
13	0.000381331	0.000455756	1864.47
14	0.000455756	0.000542815	1664.28
15	0.000542815	0.000644652	1510.84
16	0.000644652	0.000763776	1394.57
17	0.000763776	0.000903121	1293.54
18	0.000903121	0.00106612	1195.71
19	0.00106612	0.00125679	1100.4
20	0.00125679	0.00147982	1013.14
21	0.00147982	0.00174072	931.456
22	0.00174072	0.0020459	844.107
23	0.0020459	0.00240288	751.276
24	0.00240288	0.00282046	672.88
25	0.00282046	0.00330893	628.707
26	0.00330893	0.00388032	621.65
27	0.00388032	0.00454869	655.4
28	0.00454869	0.00533053	655.4
29	0.00533053	0.00624508	585.084
30	0.00624508	0.00731487	585.084
31	0.00731487	inf	585.084
