time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.4667e-06	3306.57
1	4.4667e-06	9.69162e-06	3306.57
2	9.69162e-06	1.58035e-05	34596.1
3	1.58035e-05	2.29528e-05	12425.6
4	2.29528e-05	3.13157e-05	7048.08
5	3.13157e-05	4.10983e-05	4616.2
6	4.10983e-05	5.25414e-05	3474.05
7	5.25414e-05	6.5927e-05	3046.49
8	6.5927e-05	8.15848e-05	3043.76
9	8.15848e-05	9.99006e-05	3280.94
10	9.99006e-05	0.000121325	3570.06
11	0.000121325	0.000146387	3722.49
12	0.000146387	0.000175703	3622.12
13	0.000175703	0.000209995	3260.07
14	0.000209995	0.000250109	2717.98
15	0.000250109	0.000297031	2128.01
16	0.000297031	0.000351919	1608.27
17	0.000351919	0.000416124	1217.48
18	0.000416124	0.000491227	958.037
19	0.000491227	0.00057908	805.509
20	0.00057908	0.000681846	732.798
21	0.000681846	0.000802055	719.632
22	0.000802055	0.000942671	752.965
23	0.000942671	0.00110716	823.843
24	0.00110716	0.00129956	924.59
25	0.00129956	0.00152463	1051.36
26	0.00152463	0.0017879	1216.7
27	0.0017879	0.00209587	1999.62
28	0.00209587	0.0024561	1999.62
29	0.0024561	0.0028775	61.362
30	0.0028775	0.00337042	61.362
31	0.00337042	inf	61.362
