time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.21321e-06	2311.98
1	4.21321e-06	9.1416e-06	2311.98
2	9.1416e-06	1.49066e-05	36937.2
3	1.49066e-05	2.16502e-05	15213.8
4	2.16502e-05	2.95385e-05	8373.37
5	2.95385e-05	3.87659e-05	5507.09
6	3.87659e-05	4.95596e-05	4056.43
7	4.95596e-05	6.21855e-05	3399.04
8	6.21855e-05	7.69547e-05	3227.75
9	7.69547e-05	9.4231e-05	3331.83
10	9.4231e-05	0.00011444	3518.44
11	0.00011444	0.000138079	3600.95
12	0.000138079	0.000165731	3471.91
13	0.000165731	0.000198078	3138.28
14	0.000198078	0.000235914	2680.25
15	0.000235914	0.000280174	2194.97
16	0.000280174	0.000331947	1759.7
17	0.000331947	0.000392508	1420.31
18	0.000392508	0.000463349	1190.22
19	0.000463349	0.000546216	1058.6
20	0.000546216	0.000643149	1004.53
21	0.000643149	0.000756537	1004.38
22	0.000756537	0.000889173	1030.71
23	0.000889173	0.00104432	1049.65
24	0.00104432	0.00122581	1023.87
25	0.00122581	0.0014381	928.47
26	0.0014381	0.00168644	769.078
27	0.00168644	0.00197692	499.828
28	0.00197692	0.00231672	499.828
29	0.00231672	0.00271419	371.044
30	0.00271419	0.00317914	371.044
31	0.00317914	inf	371.044
