time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.69792e-05	438.445
1	1.69792e-05	3.68406e-05	438.445
2	3.68406e-05	6.00734e-05	2152.42
3	6.00734e-05	8.725e-05	938.109
4	8.725e-05	0.00011904	680.855
5	0.00011904	0.000156226	785.565
6	0.000156226	0.000199725	915.47
7	0.000199725	0.000250607	996.669
8	0.000250607	0.000310127	984.64
9	0.000310127	0.00037975	905.831
10	0.00037975	0.000461192	852.972
11	0.000461192	0.000556458	853.037
12	0.000556458	0.000667896	901.81
13	0.000667896	0.00079825	968.339
14	0.00079825	0.000950732	998.115
15	0.000950732	0.0011291	972.478
16	0.0011291	0.00133774	901.765
17	0.00133774	0.0015818	800.841
18	0.0015818	0.00186729	715.089
19	0.00186729	0.00220124	687.253
20	0.00220124	0.00259189	718.352
21	0.00259189	0.00304884	789.82
22	0.00304884	0.00358336	896.066
23	0.00358336	0.00420861	1049.79
24	0.00420861	0.00494	1262.91
25	0.00494	0.00579554	1526.18
26	0.00579554	0.00679632	1507.64
27	0.00679632	0.00796697	727.109
28	0.00796697	0.00933634	727.109
29	0.00933634	0.0109382	1016.55
30	0.0109382	0.0128119	1016.55
31	0.0128119	inf	1016.55
