time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.65381e-05	605.122
1	1.65381e-05	3.58835e-05	605.122
2	3.58835e-05	5.85128e-05	490.646
3	5.85128e-05	8.49834e-05	451.431
4	8.49834e-05	0.000115947	887.908
5	0.000115947	0.000152167	801.911
6	0.000152167	0.000194536	688.893
7	0.000194536	0.000244096	726.922
8	0.000244096	0.00030207	797.1
9	0.00030207	0.000369884	858.846
10	0.000369884	0.00044921	932.382
11	0.00044921	0.000542002	1027.04
12	0.000542002	0.000650545	1119.43
13	0.000650545	0.000777512	1172.39
14	0.000777512	0.000926033	1161.02
15	0.000926033	0.00109977	1094.1
16	0.00109977	0.00130299	985.95
17	0.00130299	0.00154071	871.567
18	0.00154071	0.00181878	784.324
19	0.00181878	0.00214406	738.781
20	0.00214406	0.00252455	737.891
21	0.00252455	0.00296963	778.328
22	0.00296963	0.00349026	855.522
23	0.00349026	0.00409927	962.519
24	0.00409927	0.00481166	1082.1
25	0.00481166	0.00564498	1194.96
26	0.00564498	0.00661975	1306.99
27	0.00661975	0.00775999	1561.45
28	0.00775999	0.00909379	1561.45
29	0.00909379	0.010654	211926
30	0.010654	0.0124791	211926
31	0.0124791	inf	211926
