time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.4877e-05	392.6
1	1.4877e-05	3.22795e-05	392.6
2	3.22795e-05	5.2636e-05	555.328
3	5.2636e-05	7.6448e-05	507.147
4	7.6448e-05	0.000104302	679.184
5	0.000104302	0.000136884	590.445
6	0.000136884	0.000174998	479.034
7	0.000174998	0.00021958	501.759
8	0.00021958	0.000271731	628.929
9	0.000271731	0.000332735	854.658
10	0.000332735	0.000404093	1184.16
11	0.000404093	0.000487565	1597.12
12	0.000487565	0.000585206	1985.99
13	0.000585206	0.000699422	2124.08
14	0.000699422	0.000833026	1851.2
15	0.000833026	0.000989309	1370.49
16	0.000989309	0.00117212	1002.22
17	0.00117212	0.00138597	825.574
18	0.00138597	0.00163611	777.311
19	0.00163611	0.00192872	783.232
20	0.00192872	0.00227099	781.856
21	0.00227099	0.00267137	747.228
22	0.00267137	0.00313971	705.757
23	0.00313971	0.00368756	693.27
24	0.00368756	0.0043284	712.405
25	0.0043284	0.00507802	732.952
26	0.00507802	0.00595489	733.919
27	0.00595489	0.00698061	778.766
28	0.00698061	0.00818045	778.766
29	0.00818045	0.00958395	1368.1
30	0.00958395	0.0112257	1368.1
31	0.0112257	inf	1368.1
