time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.532e-05	466.154
1	1.532e-05	3.32405e-05	466.154
2	3.32405e-05	5.4203e-05	1009.06
3	5.4203e-05	7.87239e-05	569.871
4	7.87239e-05	0.000107407	763.032
5	0.000107407	0.00014096	844.695
6	0.00014096	0.000180207	883.77
7	0.000180207	0.000226118	825.725
8	0.000226118	0.000279821	809.646
9	0.000279821	0.00034264	848.24
10	0.00034264	0.000416124	935.664
11	0.000416124	0.00050208	1059.37
12	0.00050208	0.000602629	1184.78
13	0.000602629	0.000720245	1266.62
14	0.000720245	0.000857826	1278.54
15	0.000857826	0.00101876	1230.1
16	0.00101876	0.00120702	1144.82
17	0.00120702	0.00142723	1036.04
18	0.00142723	0.00168482	920.783
19	0.00168482	0.00198614	827.234
20	0.00198614	0.0023386	777.155
21	0.0023386	0.0027509	778.847
22	0.0027509	0.00323319	835.871
23	0.00323319	0.00379734	949.191
24	0.00379734	0.00445726	1092.44
25	0.00445726	0.0052292	1209.46
26	0.0052292	0.00613217	1265.23
27	0.00613217	0.00718843	1183.35
28	0.00718843	0.00842399	1183.35
29	0.00842399	0.00986928	1224.19
30	0.00986928	0.0115599	1224.19
31	0.0115599	inf	1224.19
