time_index	left_time_boundary	right_time_boundary	lambda
0	0	8.56293e-06	833.472
1	8.56293e-06	1.85794e-05	833.472
2	1.85794e-05	3.02962e-05	3511.95
3	3.02962e-05	4.40019e-05	1940.21
4	4.40019e-05	6.00342e-05	3451.32
5	6.00342e-05	7.87879e-05	3459.43
6	7.87879e-05	0.000100725	2343.72
7	0.000100725	0.000126386	1724.85
8	0.000126386	0.000156403	1611.52
9	0.000156403	0.000191515	1770.59
10	0.000191515	0.000232588	2034.93
11	0.000232588	0.000280633	2276.28
12	0.000280633	0.000336833	2414
13	0.000336833	0.000402573	2421.14
14	0.000402573	0.000479473	2302.3
15	0.000479473	0.000569427	2079.55
16	0.000569427	0.00067465	1791.03
17	0.00067465	0.000797734	1494.49
18	0.000797734	0.000941713	1248.82
19	0.000941713	0.00111013	1084.16
20	0.00111013	0.00130714	991.713
21	0.00130714	0.00153759	935.801
22	0.00153759	0.00180716	873.59
23	0.00180716	0.00212248	780.141
24	0.00212248	0.00249134	666.779
25	0.00249134	0.00292281	570.708
26	0.00292281	0.00342752	519.041
27	0.00342752	0.0040179	520.544
28	0.0040179	0.0047085	520.544
29	0.0047085	0.00551633	671.632
30	0.00551633	0.00646129	671.632
31	0.00646129	inf	671.632
