time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.45896e-05	536.143
1	1.45896e-05	3.1428e-05	536.143
2	3.1428e-05	5.08617e-05	1751.46
3	5.08617e-05	7.32909e-05	1751.46
4	7.32909e-05	9.91771e-05	767.667
5	9.91771e-05	0.000129053	861.916
6	0.000129053	0.000163535	1078.84
7	0.000163535	0.000203331	1123.63
8	0.000203331	0.00024926	1069.66
9	0.00024926	0.00030227	1043.41
10	0.00030227	0.000363449	1022.3
11	0.000363449	0.000434059	997.026
12	0.000434059	0.000515552	973.33
13	0.000515552	0.000609607	974.085
14	0.000609607	0.000718158	1004.05
15	0.000718158	0.00084344	1033.66
16	0.00084344	0.000988033	1018.88
17	0.000988033	0.00115491	956.282
18	0.00115491	0.00134751	873.81
19	0.00134751	0.0015698	798.86
20	0.0015698	0.00182635	744.263
21	0.00182635	0.00212245	712.9
22	0.00212245	0.00246418	704.449
23	0.00246418	0.00285859	716.038
24	0.00285859	0.00331378	740.668
25	0.00331378	0.00383914	788.897
26	0.00383914	0.00444547	895.456
27	0.00444547	0.00514527	1081.63
28	0.00514527	0.00595292	1316.13
29	0.00595292	0.00688506	1663.28
30	0.00688506	0.00796088	1663.28
31	0.00796088	0.00920251	1663.28
32	0.00920251	0.0106355	232093
33	0.0106355	0.0122894	232093
34	0.0122894	inf	232093
