time_index	left_time_boundary	right_time_boundary	lambda
0	0	4.70874e-06	3.60501
1	4.70874e-06	1.02168e-05	3.60501
2	1.02168e-05	1.66598e-05	33.964
3	1.66598e-05	2.41966e-05	6190.64
4	2.41966e-05	3.30127e-05	8917.31
5	3.30127e-05	4.33253e-05	3203.94
6	4.33253e-05	5.53885e-05	1982.2
7	5.53885e-05	6.94994e-05	2218.23
8	6.94994e-05	8.60057e-05	3070.07
9	8.60057e-05	0.000105314	4198.61
10	0.000105314	0.0001279	5248.44
11	0.0001279	0.000154319	5907.94
12	0.000154319	0.000185224	5966.73
13	0.000185224	0.000221374	5445.33
14	0.000221374	0.000263661	4637.13
15	0.000263661	0.000313126	3861.98
16	0.000313126	0.000370988	3240.17
17	0.000370988	0.000438672	2738.85
18	0.000438672	0.000517846	2316.99
19	0.000517846	0.000610459	1968.45
20	0.000610459	0.000718793	1688.99
21	0.000718793	0.000845516	1456.4
22	0.000845516	0.000993751	1244.03
23	0.000993751	0.00116715	1041.48
24	0.00116715	0.00136998	853.934
25	0.00136998	0.00160724	693.221
26	0.00160724	0.00188478	573.854
27	0.00188478	0.00220943	497.801
28	0.00220943	0.00258919	497.801
29	0.00258919	0.00303342	944.522
30	0.00303342	0.00355305	944.522
31	0.00355305	inf	944.522
