time_index	left_time_boundary	right_time_boundary	lambda
0	0	6.27596e-06	4998.26
1	6.27596e-06	1.36173e-05	4998.26
2	1.36173e-05	2.22048e-05	21068.8
3	2.22048e-05	3.225e-05	4742.28
4	3.225e-05	4.40004e-05	1963.29
5	4.40004e-05	5.77454e-05	1746.63
6	5.77454e-05	7.38236e-05	2418.69
7	7.38236e-05	9.26312e-05	3759.01
8	9.26312e-05	0.000114631	5381.07
9	0.000114631	0.000140366	6263.52
10	0.000140366	0.000170469	5386.1
11	0.000170469	0.000205682	3517.58
12	0.000205682	0.000246872	2102.26
13	0.000246872	0.000295055	1384.35
14	0.000295055	0.000351416	1072.41
15	0.000351416	0.000417345	950.197
16	0.000417345	0.000494466	915.826
17	0.000494466	0.000584677	926.794
18	0.000584677	0.000690202	963.637
19	0.000690202	0.00081364	1010.45
20	0.00081364	0.000958031	1047.79
21	0.000958031	0.00112693	1054.36
22	0.00112693	0.00132451	1015.16
23	0.00132451	0.00155562	935.761
24	0.00155562	0.00182596	847.546
25	0.00182596	0.00214219	787.625
26	0.00214219	0.0025121	783.006
27	0.0025121	0.00294481	976.339
28	0.00294481	0.00345096	976.339
29	0.00345096	0.00404304	231.612
30	0.00404304	0.00473562	231.612
31	0.00473562	inf	231.612
