time_index	left_time_boundary	right_time_boundary	lambda
0	0	1.49125e-05	400.051
1	1.49125e-05	3.23564e-05	400.051
2	3.23564e-05	5.27615e-05	459.527
3	5.27615e-05	7.66302e-05	503.328
4	7.66302e-05	0.000104551	710.104
5	0.000104551	0.000137211	618.728
6	0.000137211	0.000175415	480.723
7	0.000175415	0.000220104	486.827
8	0.000220104	0.000272379	611.972
9	0.000272379	0.000333528	844.697
10	0.000333528	0.000405057	1183.2
11	0.000405057	0.000488728	1602.02
12	0.000488728	0.000586602	1989.11
13	0.000586602	0.00070109	2114.48
14	0.00070109	0.000835012	1833.36
15	0.000835012	0.000991668	1363.28
16	0.000991668	0.00117492	1005.97
17	0.00117492	0.00138927	832.03
18	0.00138927	0.00164001	782.532
19	0.00164001	0.00193332	785.256
20	0.00193332	0.00227641	777.642
21	0.00227641	0.00267774	735.771
22	0.00267774	0.0031472	690.474
23	0.0031472	0.00369635	679.653
24	0.00369635	0.00433872	709.585
25	0.00433872	0.00509013	754.832
26	0.00509013	0.00596909	783.85
27	0.00596909	0.00699725	811.605
28	0.00699725	0.00819995	811.605
29	0.00819995	0.0096068	1076.57
30	0.0096068	0.0112525	1076.57
31	0.0112525	inf	1076.57
